Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity corrected 11	Reporter intensity corrected 12	Reporter intensity corrected 13	Reporter intensity corrected 14	Reporter intensity corrected 15	Reporter intensity corrected 16	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity 11	Reporter intensity 12	Reporter intensity 13	Reporter intensity 14	Reporter intensity 15	Reporter intensity 16	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Reporter intensity count 11	Reporter intensity count 12	Reporter intensity count 13	Reporter intensity count 14	Reporter intensity count 15	Reporter intensity count 16	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
tr|A0A0D9R4N4|A0A0D9R4N4_CHLSB	tr|A0A0D9R4N4|A0A0D9R4N4_CHLSB	2	2	2	tr|A0A0D9R4N4|A0A0D9R4N4_CHLSB Glutathione S-transferase kappa OS=Chlorocebus sabaeus OX=60711 GN=GSTK1 PE=3 SV=1	1	2	2	2	19	19	19	25.515	226	226	0.00037908	12.375	3064.8	3397.4	204.15	0	2830.6	4723	0	100.29	2591.5	3542.7	1910.9	5777.8	4514.4	6725.2	5002.4	3406.5	2797.3	3107.4	484.49	245.01	2634.1	4359.7	0	493.76	2475.1	3471.2	2115.6	5829.6	4537.9	6698.2	4770.3	3326.8	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	33350000	2				854	4497;17505	True;True	4692;18433	7516;29381	8495;34268	8495;34268		
tr|A0A0D9R4N9|A0A0D9R4N9_CHLSB	tr|A0A0D9R4N9|A0A0D9R4N9_CHLSB	1	1	1	tr|A0A0D9R4N9|A0A0D9R4N9_CHLSB Kinesin family member 21A OS=Chlorocebus sabaeus OX=60711 GN=KIF21A PE=3 SV=1	1	1	1	1	0.9	0.9	0.9	187.54	1676	1676	0.0003471	10.467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19091000	1				855	7283	True	7614	12483	14249	14249		
tr|A0A0D9RVF2|A0A0D9RVF2_CHLSB;tr|A0A0D9R4P0|A0A0D9R4P0_CHLSB	tr|A0A0D9RVF2|A0A0D9RVF2_CHLSB;tr|A0A0D9R4P0|A0A0D9R4P0_CHLSB	1;1	1;1	1;1	tr|A0A0D9RVF2|A0A0D9RVF2_CHLSB Phytanoyl-CoA 2-hydroxylase interacting protein OS=Chlorocebus sabaeus OX=60711 GN=PHYHIP PE=4 SV=1;tr|A0A0D9R4P0|A0A0D9R4P0_CHLSB Phytanoyl-CoA 2-hydroxylase interacting protein like OS=Chlorocebus sabaeus OX=60711 GN=PHYHIP	2	1	1	1	3.9	3.9	3.9	37.572	330	330;376	0.00059524	6.5289	1886.2	2219.4	0	0	2257.6	3111.8	0	0	2604.7	3234.3	2190.7	4339.3	3715.1	5202.9	3450.2	2805.8	1720.4	2030.6	181.71	0	2085.9	2876.5	0	0	2495.8	3134.2	2333.1	4409.5	3724.3	5185.9	3300.6	2733.9	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	22282000	1				856	10908	True	11401	18238	21161	21161		
tr|A0A0D9R4P3|A0A0D9R4P3_CHLSB	tr|A0A0D9R4P3|A0A0D9R4P3_CHLSB	1	1	1	tr|A0A0D9R4P3|A0A0D9R4P3_CHLSB Uncharacterized protein OS=Chlorocebus sabaeus OX=60711 PE=3 SV=1	1	1	1	1	19.8	19.8	19.8	10.874	91	91	0.00032321	7.3476	1905.9	2158.5	0	0	2294	2963.4	0	0	1426.1	2641.2	2184.6	3331.5	2796.7	4794.6	3382.9	3032.9	1738.5	1974.8	0	0	2119.8	2739.3	0	0	1403.6	2556.2	2238.4	3423.2	2854.4	4777.4	3221.8	2939.7	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	13756000	1				857	13290	True	14014	22276	25875	25875		
tr|A0A0D9R4P5|A0A0D9R4P5_CHLSB	tr|A0A0D9R4P5|A0A0D9R4P5_CHLSB	4	4	4	tr|A0A0D9R4P5|A0A0D9R4P5_CHLSB Ribonucleoprotein, PTB binding 1 OS=Chlorocebus sabaeus OX=60711 GN=RAVER1 PE=4 SV=1	1	4	4	4	8	8	8	93.34	884	884	0	30.036	4405.4	2752.4	40.573	0	2937.1	7530.5	0	0	2576.1	5121.5	2414.4	9446.2	6137	8856.2	5378.6	5407.7	4018.8	2518.2	450.84	0	2723.2	6941.8	0	239.93	2480.5	5014.2	2650.9	9426.7	6100.1	8924.2	5151	5247.8	1	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	167990000	6				858	2806;7032;10129;14272	True;True;True;True	2933;7351;10588;15041;15042	4860;4861;12052;17031;23869;23870	5522;5523;13763;19814;27697;27698	5523;13763;19814;27697	289	451
tr|A0A0D9R4P6|A0A0D9R4P6_CHLSB	tr|A0A0D9R4P6|A0A0D9R4P6_CHLSB	2	2	2	tr|A0A0D9R4P6|A0A0D9R4P6_CHLSB Rho-associated protein kinase OS=Chlorocebus sabaeus OX=60711 GN=ROCK2 PE=3 SV=1	1	2	2	2	1.9	1.9	1.9	160.37	1383	1383	0.00036036	11.522	3373.1	4590.3	0	0	4733.7	4377	0	0	3745.6	3649.4	4438.5	3375.6	4755.2	4992.9	3850.4	3940.9	3076.8	4199.7	0	0	4372.9	4050	0	0	3636.3	3494	4524.6	3519.2	4792.5	5008.6	3694.3	3797	2	2	0	0	2	2	0	0	2	2	2	2	2	2	2	2	24488000	2				859	8532;11919	True;True	8926;12567	14449;20046	16813;23313	16813;23313		
tr|A0A0D9R4Q8|A0A0D9R4Q8_CHLSB	tr|A0A0D9R4Q8|A0A0D9R4Q8_CHLSB	3	2	2	tr|A0A0D9R4Q8|A0A0D9R4Q8_CHLSB Copine 8 OS=Chlorocebus sabaeus OX=60711 GN=CPNE8 PE=4 SV=1	1	3	2	2	5.5	3.9	3.9	63.05	564	564	0	13.612	3787.1	3226.2	0	0	3226.9	6522.4	286.13	192.91	3623.6	4997.7	3423.1	8300.2	5486.5	7478.8	5661.8	4094.7	3454.4	2951.6	0	341.15	2992.8	6028.2	573.28	735.09	3501.9	4896.6	3615.9	8292.7	5530.7	7525.4	5405.9	3988	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	23868000	2				860	2099;14172;14702	False;True;True	2197;14934;15493	3688;3689;23686;24520	4144;4145;4146;27499;28398	4144;27499;28398		
tr|A0A0D9R4R6|A0A0D9R4R6_CHLSB	tr|A0A0D9R4R6|A0A0D9R4R6_CHLSB	1	1	1	tr|A0A0D9R4R6|A0A0D9R4R6_CHLSB Spindlin 1 OS=Chlorocebus sabaeus OX=60711 GN=SPIN1 PE=4 SV=1	1	1	1	1	3.8	3.8	3.8	29.6	262	262	0.0034592	6.3046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27693000	1				861	16885	True	17788	28391	33114	33114		
tr|A0A0D9R4S1|A0A0D9R4S1_CHLSB	tr|A0A0D9R4S1|A0A0D9R4S1_CHLSB	1	1	1	tr|A0A0D9R4S1|A0A0D9R4S1_CHLSB Phenylalanyl-tRNA synthetase 2, mitochondrial OS=Chlorocebus sabaeus OX=60711 GN=FARS2 PE=4 SV=1	1	1	1	1	5.4	5.4	5.4	48.945	423	423	0	16.232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51679000	1				862	1169	True	1234	2038	2297	2297		
tr|A0A0D9R4S2|A0A0D9R4S2_CHLSB	tr|A0A0D9R4S2|A0A0D9R4S2_CHLSB	1	1	1	tr|A0A0D9R4S2|A0A0D9R4S2_CHLSB Transmembrane protein 199 OS=Chlorocebus sabaeus OX=60711 GN=TMEM199 PE=4 SV=1	1	1	1	1	8.7	8.7	8.7	23	208	208	0.00034329	9.6152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25511000	1				863	11023	True	11518	18407	21350	21350		
tr|A0A0D9R4S8|A0A0D9R4S8_CHLSB	tr|A0A0D9R4S8|A0A0D9R4S8_CHLSB	1	1	1	tr|A0A0D9R4S8|A0A0D9R4S8_CHLSB Coiled-coil domain containing 6 OS=Chlorocebus sabaeus OX=60711 GN=CCDC6 PE=4 SV=1	1	1	1	1	4.2	4.2	4.2	53.357	474	474	0	13.065	3636.7	2632.8	0	0	3588.4	5022.9	0	0	3241.2	4628.1	2888.4	7887.7	5686.3	8018.1	4711.4	3763	3317.3	2408.8	0	0	3318.1	4634.2	0	241.37	3113.6	4519.7	3099.7	7905.7	5660.6	8005.3	4517.4	3685.9	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	27954000	1				864	3877	True	4052	6539	7374	7374		
tr|A0A0D9R4T4|A0A0D9R4T4_CHLSB	tr|A0A0D9R4T4|A0A0D9R4T4_CHLSB	5	5	5	tr|A0A0D9R4T4|A0A0D9R4T4_CHLSB DNA polymerase delta interacting protein 2 OS=Chlorocebus sabaeus OX=60711 GN=POLDIP2 PE=4 SV=1	1	5	5	5	20.8	20.8	20.8	46.468	408	408	0	45.131	855.33	1232.3	0	0	1138.9	2616.2	0	0	1225.9	1743.5	1272.3	2512	1614.9	3268.8	2041.7	1792.9	780.2	1127.5	0	0	1052.4	2416.1	0	0	1183.2	1697	1321.3	2556.5	1652.7	3252.3	1943.3	1745.9	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	205700000	5				865	1060;1645;5968;6510;15042	True;True;True;True;True	1111;1730;6227;6796;15855	1815;2908;10063;11212;25152	2013;3257;11413;12792;29151	2013;3257;11413;12792;29151		
tr|A0A0D9R4T8|A0A0D9R4T8_CHLSB	tr|A0A0D9R4T8|A0A0D9R4T8_CHLSB	1	1	1	tr|A0A0D9R4T8|A0A0D9R4T8_CHLSB Plakophilin 2 OS=Chlorocebus sabaeus OX=60711 GN=PKP2 PE=4 SV=1	1	1	1	1	2.4	2.4	2.4	92.827	837	837	0.0098253	5.9283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4055900	1				866	581	True	610	1039	1152	1152		
tr|A0A0D9R4U0|A0A0D9R4U0_CHLSB	tr|A0A0D9R4U0|A0A0D9R4U0_CHLSB	3	3	3	tr|A0A0D9R4U0|A0A0D9R4U0_CHLSB Mitochondrial ribosomal protein L4 OS=Chlorocebus sabaeus OX=60711 GN=MRPL4 PE=3 SV=1	1	3	3	3	12.5	12.5	12.5	33.254	296	296	0	21.007	2389.2	1933.6	0	0	1886	4046.4	0	0	2127.6	1982	1675.6	3316.9	2580.1	3818.4	2168	2259.3	2179.4	1769.1	0	0	1745.5	3736.8	0	0	2034.2	1932.5	1776.5	3344	2568.5	3819.3	2078.3	2194.6	4	4	0	0	4	4	0	0	4	3	4	4	3	4	4	4	253370000	10				867	8657;13487;16147	True;True;True	9062;14224;17006	14634;14635;14636;22625;27130;27131;27132;27133;27134	17044;17045;17046;17047;26306;31604;31605;31606;31607;31608	17044;26306;31607		
tr|A0A0D9R4U7|A0A0D9R4U7_CHLSB	tr|A0A0D9R4U7|A0A0D9R4U7_CHLSB	7	7	7	tr|A0A0D9R4U7|A0A0D9R4U7_CHLSB Tyrosine--tRNA ligase OS=Chlorocebus sabaeus OX=60711 GN=YARS2 PE=3 SV=1	1	7	7	7	18.9	18.9	18.9	53.27	477	477	0	54.198	8762.1	9793.3	0	0	8734.7	14067	178.45	0	8914.3	10768	8963.8	15494	13776	14704	10809	10278	7992.4	8960	0	0	8081.5	13001	262.43	0	8606.1	10458	9386	15578	13748	14872	10377	9934.3	5	5	0	0	5	5	1	0	5	5	5	5	5	5	5	5	185760000	9				868	506;1867;2149;6451;8804;9410;9417	True;True;True;True;True;True;True	530;1963;2249;6734;9215;9838;9845	877;878;3282;3283;3759;11125;14843;15874;15881	967;968;3693;3694;4220;12698;17297;18433;18442	967;3694;4220;12698;17297;18433;18442		
tr|A0A0D9R4V8|A0A0D9R4V8_CHLSB	tr|A0A0D9R4V8|A0A0D9R4V8_CHLSB	9	9	9	tr|A0A0D9R4V8|A0A0D9R4V8_CHLSB DNA (cytosine-5)-methyltransferase OS=Chlorocebus sabaeus OX=60711 GN=DNMT1 PE=3 SV=1	1	9	9	9	6.1	6.1	6.1	183.11	1616	1616	0	79.31	9310.4	8331.1	0	0	9831.5	20546	0	38.078	10037	11153	6920.5	19869	14356	22698	13193	12063	8489	7622.2	531.8	0	9052	18965	193.37	1113.7	9554.9	10958	7528.8	19988	14338	22645	12623	11760	3	4	0	0	4	4	0	1	4	4	3	4	4	4	4	4	354300000	10				869	624;4220;7813;8783;8870;10376;16639;16788;16789	True;True;True;True;True;True;True;True;True	656;4407;8168;9193;9281;10849;17518;17687;17688	1121;7088;13343;14809;14955;17410;27925;28235;28236;28237	1242;7996;15362;17256;17413;20242;32548;32944;32945;32946	1242;7996;15362;17256;17413;20242;32548;32944;32946		
tr|A0A0D9R4W0|A0A0D9R4W0_CHLSB	tr|A0A0D9R4W0|A0A0D9R4W0_CHLSB	2	2	2	tr|A0A0D9R4W0|A0A0D9R4W0_CHLSB Menin 1 OS=Chlorocebus sabaeus OX=60711 GN=MEN1 PE=4 SV=1	1	2	2	2	3	3	3	67.492	610	610	0.00034965	10.831	4837.1	5331.4	0	140.01	5527.1	7586.5	111.72	0	5880.6	5909.7	5026.3	4165.7	7154.1	8509	5763.8	6963.6	4411.4	4879	396.08	667.72	5104.1	7021.6	626.2	615.04	5643.3	5623.5	5277.7	4493.4	7158.3	8494.7	5530.3	6703.2	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	14927000	2				870	166;9239	True;True	177;9664	282;15580	310;18095	310;18095		
tr|A0A0D9R4W1|A0A0D9R4W1_CHLSB	tr|A0A0D9R4W1|A0A0D9R4W1_CHLSB	1	1	1	tr|A0A0D9R4W1|A0A0D9R4W1_CHLSB Signal sequence receptor subunit 1 OS=Chlorocebus sabaeus OX=60711 GN=SSR1 PE=4 SV=1	1	1	1	1	5	5	5	33.861	298	298	0.00034626	10.233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152180000	2				871	5825	True	6080	9808;9809	11094;11095	11095		
tr|A0A0D9R4W2|A0A0D9R4W2_CHLSB	tr|A0A0D9R4W2|A0A0D9R4W2_CHLSB	2	2	2	tr|A0A0D9R4W2|A0A0D9R4W2_CHLSB Coiled-coil domain containing 58 OS=Chlorocebus sabaeus OX=60711 GN=CCDC58 PE=4 SV=1	1	2	2	2	20.5	20.5	20.5	14.268	122	122	0	14.472	5242.6	4668.8	0	62.681	5452.4	6408.9	0	216.1	4535.8	5634.8	5264.2	8061.3	6384.4	8285	6171.9	4812.9	4781.3	4272.1	130.39	244.88	5033.3	5934.5	0	521.82	4399.7	5484.3	5412.8	8126.6	6457	8312.1	5900.2	4677.9	2	2	0	1	2	2	0	1	2	2	2	2	2	2	2	2	36694000	2				872	9827;14727	True;True	10273;15519	16583;24555	19302;28438	19302;28438		
tr|A0A0D9R4W3|A0A0D9R4W3_CHLSB	tr|A0A0D9R4W3|A0A0D9R4W3_CHLSB	4	4	4	tr|A0A0D9R4W3|A0A0D9R4W3_CHLSB Cathepsin L OS=Chlorocebus sabaeus OX=60711 GN=CTSL PE=3 SV=1	1	4	4	4	11.7	11.7	11.7	37.43	333	333	0	50.61	12477	10550	117.73	0	12222	51140	0	0	23120	14960	10573	35065	17449	62299	15667	19226	11382	9650	1165.5	1021	11309	47138	664.45	2517	21796	15026	11704	35823	17483	60860	14998	19222	4	4	3	0	4	4	0	0	4	4	4	4	4	4	4	4	190250000	6				873	5416;7868;11096;11726	True;True;True;True	5646;8224;11593;12367	9041;13413;13414;18499;19761	10217;15461;15462;15463;21447;22978	10217;15463;21447;22978		
tr|A0A0D9R4W4|A0A0D9R4W4_CHLSB;tr|A0A0D9SCM8|A0A0D9SCM8_CHLSB	tr|A0A0D9R4W4|A0A0D9R4W4_CHLSB;tr|A0A0D9SCM8|A0A0D9SCM8_CHLSB	7;5	7;5	7;5	tr|A0A0D9R4W4|A0A0D9R4W4_CHLSB Eukaryotic translation initiation factor 3 subunit G OS=Chlorocebus sabaeus OX=60711 GN=EIF3G PE=3 SV=1;tr|A0A0D9SCM8|A0A0D9SCM8_CHLSB Eukaryotic translation initiation factor 3 subunit G OS=Chlorocebus sabaeus OX=60711 GN=EI	2	7	7	7	28.4	28.4	28.4	35.611	320	320;320	0	63.745	19575	17568	37.042	0	18298	33205	180.16	0	13903	24924	15575	34010	30401	37878	27091	24252	17855	16071	1210.2	645.36	16919	30631	1222.6	1416.1	13486	24111	16558	34449	30350	38012	25937	23500	6	6	1	0	6	6	2	0	6	6	6	6	6	6	6	6	1127100000	11				874	597;3853;5043;7553;10351;15000;17015	True;True;True;True;True;True;True	627;4028;5259;7894;10824;15810;17922	1084;6510;8374;8375;8376;12929;17374;25082;28604	1202;7344;9455;9456;9457;14795;14796;20196;20197;29075;33382	1202;7344;9455;14795;20196;29075;33382		
tr|A0A0D9R4X1|A0A0D9R4X1_CHLSB;tr|A0A0D9RTD2|A0A0D9RTD2_CHLSB	tr|A0A0D9R4X1|A0A0D9R4X1_CHLSB	4;1	4;1	3;0	tr|A0A0D9R4X1|A0A0D9R4X1_CHLSB Importin subunit alpha OS=Chlorocebus sabaeus OX=60711 GN=KPNA1 PE=3 SV=1	2	4	4	3	9.3	9.3	6.7	60.248	538	538;539	0	29.754	6547.8	5864.4	109.03	107.05	7352	10087	0	0	7278.6	8206.2	5275.6	13255	9156.7	12600	8882.4	7025.9	5973.6	5366.4	242.74	232.46	6804.6	9327.7	0	0	6944.4	8013.1	5676.4	13277	9192.7	12660	8490.2	6838.4	5	5	1	1	5	5	0	0	5	5	5	5	5	5	5	5	75350000	6				875	7379;8207;10122;14329	True;True;True;True	7713;8578;10579;15105	12622;13981;13982;17020;23958	14402;16211;16212;16213;19802;27794	14402;16212;19802;27794		
tr|A0A0D9R4X2|A0A0D9R4X2_CHLSB	tr|A0A0D9R4X2|A0A0D9R4X2_CHLSB	11	11	11	tr|A0A0D9R4X2|A0A0D9R4X2_CHLSB Dynamin 1 like OS=Chlorocebus sabaeus OX=60711 GN=DNM1L PE=3 SV=1	1	11	11	11	19.5	19.5	19.5	83.398	749	749	0	97.646	33479	31848	121.21	335.28	31264	52385	97.028	81.063	27966	40046	28486	67500	45870	65621	44715	36990	30534	29138	2005.6	3021.6	28854	48399	1547.4	4112.6	26928	39182	29978	67589	46119	65901	42737	35989	7	7	1	2	7	7	1	1	6	7	7	7	7	7	7	7	387510000	16				876	2735;5206;7643;8779;9052;9399;13466;14528;14708;14745;15202	True;True;True;True;True;True;True;True;True;True;True	2859;5429;7986;9189;9474;9827;14201;15313;15499;15538;16020	4740;8692;13090;14805;15283;15861;22591;22592;24265;24266;24530;24605;25394;25395	5391;9814;15032;17252;17777;18420;26250;26251;26252;28128;28129;28410;28495;29448;29449;29450	5391;9814;15032;17252;17777;18420;26251;28128;28410;28495;29449		
tr|A0A0D9R4X7|A0A0D9R4X7_CHLSB;tr|A0A0D9RFS4|A0A0D9RFS4_CHLSB	tr|A0A0D9R4X7|A0A0D9R4X7_CHLSB	13;4	13;4	13;4	tr|A0A0D9R4X7|A0A0D9R4X7_CHLSB EH domain containing 1 OS=Chlorocebus sabaeus OX=60711 GN=EHD1 PE=3 SV=1	2	13	13	13	30.5	30.5	30.5	60.626	534	534;535	0	117.77	13732	12698	0	114.1	11137	27725	73.166	0	10147	16874	13134	31851	19383	33440	19016	17281	12525	11618	201.05	711.01	10305	25594	168.29	956.95	9898.6	16619	13618	31889	19526	33424	18173	16865	7	7	0	1	7	7	1	0	7	7	7	7	7	7	7	7	834510000	16				877	3159;3669;6573;6670;8034;8128;8216;9252;9883;10216;13071;17116;17201	True;True;True;True;True;True;True;True;True;True;True;True;True	3297;3840;6862;6964;8399;8498;8589;9677;10333;10684;13779;18029;18115	5381;6249;11330;11331;11501;13715;13716;13852;13997;15604;16672;16673;17161;21962;28788;28924	6071;7053;12924;12925;13120;15855;15856;16035;16229;18125;19399;19400;19956;25545;33597;33756	6071;7053;12925;13120;15856;16035;16229;18125;19399;19956;25545;33597;33756		
tr|A0A0D9R4Z6|A0A0D9R4Z6_CHLSB	tr|A0A0D9R4Z6|A0A0D9R4Z6_CHLSB	13	13	13	tr|A0A0D9R4Z6|A0A0D9R4Z6_CHLSB Thioredoxin domain containing 5 OS=Chlorocebus sabaeus OX=60711 GN=TXNDC5 PE=3 SV=1	1	13	13	13	41.3	41.3	41.3	40.809	363	363	0	100.32	44301	40553	176.59	208.73	41992	88987	0	0	33626	60892	38230	119160	65870	109340	67860	61048	40406	37092	1693	2634.6	38773	82017	1356.5	4661.4	32553	59928	40290	118650	66302	110000	64793	59417	10	10	1	2	10	10	0	0	10	10	10	10	10	10	10	10	2562900000	25				878	1906;4047;4774;5164;6024;6025;6026;6287;7668;9283;11864;15270;17221	True;True;True;True;True;True;True;True;True;True;True;True;True	2002;2003;4226;4977;5386;6285;6286;6287;6567;8012;9708;12509;16092;18137	3340;3341;3342;3343;3344;3345;6790;7956;7957;7958;8620;8621;10167;10168;10169;10170;10859;13123;15662;19964;25516;28960	3754;3755;3756;3757;3758;3759;3760;7642;8998;8999;9000;9737;9738;11528;11529;11530;11531;11532;12406;15072;18193;18194;23213;29620;33801	3755;7642;8999;9738;11528;11529;11532;12406;15072;18193;23213;29620;33801	290	95
tr|A0A0D9R4Z7|A0A0D9R4Z7_CHLSB	tr|A0A0D9R4Z7|A0A0D9R4Z7_CHLSB	3	3	3	tr|A0A0D9R4Z7|A0A0D9R4Z7_CHLSB Peter pan homolog OS=Chlorocebus sabaeus OX=60711 GN=PPAN PE=4 SV=1	1	3	3	3	14.2	14.2	14.2	52.868	471	471	0	25.014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104200000	3				879	10465;11875;16112	True;True;True	10941;12520;16970	17553;19988;27069	20408;23239;31533	20408;23239;31533		
tr|A0A0D9R504|A0A0D9R504_CHLSB	tr|A0A0D9R504|A0A0D9R504_CHLSB	2	2	2	tr|A0A0D9R504|A0A0D9R504_CHLSB GST C-terminal domain-containing protein OS=Chlorocebus sabaeus OX=60711 PE=4 SV=1	1	2	2	2	10.3	10.3	10.3	19.838	174	174	0	18.102	2239.7	2090.5	0	0	1882.5	1608.2	0	0	2033.9	1474	1901	1206.3	1823.9	1700.5	1604	1558.9	2042.9	1912.6	0	0	1741.8	1489.2	0	0	1954.8	1405.8	1948.4	1262.8	1850.2	1717.8	1536.3	1496.9	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	74042000	2				880	675;3398	True;True	709;3552	1240;5776	1374;6531	1374;6531		
tr|A0A0D9R507|A0A0D9R507_CHLSB	tr|A0A0D9R507|A0A0D9R507_CHLSB	1	1	1	tr|A0A0D9R507|A0A0D9R507_CHLSB Golgi membrane protein 1 OS=Chlorocebus sabaeus OX=60711 GN=GOLM1 PE=4 SV=1	1	1	1	1	2.7	2.7	2.7	45.901	404	404	0.0055835	6.09	1893.7	1431.6	0	0	1027.5	3506.9	0	0	3005.8	1749.6	986	4130.7	2248.4	6182.9	1801.4	2173.2	1727.3	1309.8	163.98	0	952.43	3234.6	0	154.59	2821.2	1749.9	1156.5	4179.4	2231.7	6073.9	1728.5	2157.1	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	1	30212000	1				881	16553	True	17430	27796	32393	32393		
tr|A0A0D9R508|A0A0D9R508_CHLSB	tr|A0A0D9R508|A0A0D9R508_CHLSB	1	1	1	tr|A0A0D9R508|A0A0D9R508_CHLSB Shiftless antiviral inhibitor of ribosomal frameshifting OS=Chlorocebus sabaeus OX=60711 GN=SHFL PE=4 SV=1	1	1	1	1	6.2	6.2	6.2	33.11	291	291	0.00031027	6.9076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19614000	2				882	2076	True	2173	3645;3646	4091;4092	4092		
tr|A0A0D9R514|A0A0D9R514_CHLSB	tr|A0A0D9R514|A0A0D9R514_CHLSB	3	1	1	tr|A0A0D9R514|A0A0D9R514_CHLSB Uncharacterized protein OS=Chlorocebus sabaeus OX=60711 PE=4 SV=1	1	3	1	1	14.8	6	6	37.311	351	351	0.000333	8.0142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5662800	1				883	3833;6973;12866	False;False;True	4008;7288;13563	6472;6473;11970;21635	7295;7296;13670;25171	7296;13670;25171		
tr|A0A0D9R533|A0A0D9R533_CHLSB	tr|A0A0D9R533|A0A0D9R533_CHLSB	3	3	3	tr|A0A0D9R533|A0A0D9R533_CHLSB Importin 8 OS=Chlorocebus sabaeus OX=60711 GN=IPO8 PE=4 SV=1	1	3	3	3	3.5	3.5	3.5	119.96	1037	1037	0	17.157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25840000	3				884	5927;6668;12417	True;True;True	6185;6962;13089	9982;11499;20894	11327;13118;24326	11327;13118;24326		
tr|A0A0D9R538|A0A0D9R538_CHLSB	tr|A0A0D9R538|A0A0D9R538_CHLSB	1	1	1	tr|A0A0D9R538|A0A0D9R538_CHLSB Poly [ADP-ribose] polymerase OS=Chlorocebus sabaeus OX=60711 GN=PARP14 PE=4 SV=1	1	1	1	1	1	1	1	202.78	1800	1800	0.0034552	6.2958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3990000	1				885	13894	True	14648	23227	26965	26965		
